,Credit_Mix
127232,Good
127233,Good
127234,Good
127235,Good
127236,Good
127237,Good
127238,Good
127239,Good
127240,Standard
127241,Standard
127242,Standard
127243,Standard
127244,Standard
127245,Standard
127246,Standard
127247,Standard
127248,Good
127249,Good
127250,Good
127251,Good
127252,Good
127253,Good
127254,Good
127255,Good
127256,Standard
127257,Standard
127258,Standard
127259,Standard
127260,Standard
127261,Standard
127262,Standard
127263,Standard
127264,Standard
127265,Standard
127266,Standard
127267,Standard
127268,Standard
127269,Standard
127270,Standard
127271,Standard
127272,Good
127273,Good
127274,Good
127275,Good
127276,Good
127277,Good
127278,Good
127279,Good
127280,Standard
127281,Standard
127282,Standard
127283,Standard
127284,Standard
127285,Standard
127286,Standard
127287,Standard
127288,Standard
127289,Standard
127290,Standard
127291,Standard
127292,Standard
127293,Standard
127294,Standard
127295,Standard
127296,Standard
127297,Standard
127298,Standard
127299,Standard
127300,Standard
127301,Standard
127302,Standard
127303,Standard
127304,Bad
127305,Bad
127306,Bad
127307,Bad
127308,Bad
127309,Bad
127310,Bad
127311,Bad
127312,Bad
127313,Bad
127314,Bad
127315,Bad
127316,Bad
127317,Bad
127318,Bad
127319,Bad
127320,Standard
127321,Standard
127322,Standard
127323,Standard
127324,Standard
127325,Standard
127326,Standard
127327,Standard
127328,Good
127329,Good
127330,Good
127331,Good
127332,Good
127333,Good
127334,Good
127335,Good
127336,Standard
127337,Standard
127338,Standard
127339,Standard
127340,Standard
127341,Standard
127342,Standard
127343,Standard
127344,Good
127345,Good
127346,Good
127347,Good
127348,Good
127349,Good
127350,Good
127351,Good
127352,Standard
127353,Standard
127354,Standard
127355,Standard
127356,Standard
127357,Standard
127358,Standard
127359,Standard
127360,Standard
127361,Standard
127362,Standard
127363,Standard
127364,Standard
127365,Standard
127366,Standard
127367,Standard
127368,Good
127369,Good
127370,Good
127371,Good
127372,Good
127373,Good
127374,Good
127375,Good
127376,Standard
127377,Standard
127378,Standard
127379,Standard
127380,Standard
127381,Standard
127382,Standard
127383,Standard
127384,Bad
127385,Bad
127386,Bad
127387,Bad
127388,Bad
127389,Bad
127390,Bad
127391,Bad
127392,Good
127393,Good
127394,Good
127395,Good
127396,Good
127397,Good
127398,Good
127399,Good
127400,Bad
127401,Bad
127402,Bad
127403,Bad
127404,Bad
127405,Bad
127406,Bad
127407,Bad
127408,Bad
127409,Bad
127410,Bad
127411,Bad
127412,Bad
127413,Bad
127414,Bad
127415,Bad
127416,Good
127417,Good
127418,Good
127419,Good
127420,Good
127421,Good
127422,Good
127423,Good
127424,Good
127425,Good
127426,Good
127427,Good
127428,Good
127429,Good
127430,Good
127431,Good
127432,Standard
127433,Standard
127434,Standard
127435,Standard
127436,Standard
127437,Standard
127438,Standard
127439,Standard
127440,Good
127441,Good
127442,Good
127443,Good
127444,Good
127445,Good
127446,Good
127447,Good
127448,Good
127449,Good
127450,Good
127451,Good
127452,Good
127453,Good
127454,Good
127455,Good
127456,Standard
127457,Standard
127458,Standard
127459,Standard
127460,Standard
127461,Standard
127462,Standard
127463,Standard
127464,Bad
127465,Bad
127466,Bad
127467,Bad
127468,Bad
127469,Bad
127470,Bad
127471,Bad
127472,Standard
127473,Standard
127474,Standard
127475,Standard
127476,Standard
127477,Standard
127478,Standard
127479,Standard
127480,Good
127481,Good
127482,Good
127483,Good
127484,Good
127485,Good
127486,Good
127487,Good
127488,Bad
127489,Bad
127490,Bad
127491,Bad
127492,Bad
127493,Bad
127494,Bad
127495,Bad
127496,Standard
127497,Standard
127498,Standard
127499,Standard
127500,Standard
127501,Standard
127502,Standard
127503,Standard
127504,Standard
127505,Standard
127506,Standard
127507,Standard
127508,Standard
127509,Standard
127510,Standard
127511,Standard
127512,Standard
127513,Standard
127514,Standard
127515,Standard
127516,Standard
127517,Standard
127518,Standard
127519,Standard
127520,Standard
127521,Standard
127522,Standard
127523,Standard
127524,Standard
127525,Standard
127526,Standard
127527,Standard
127528,Good
127529,Good
127530,Good
127531,Good
127532,Good
127533,Good
127534,Good
127535,Good
127536,Standard
127537,Standard
127538,Standard
127539,Standard
127540,Standard
127541,Standard
127542,Standard
127543,Standard
127544,Bad
127545,Bad
127546,Bad
127547,Bad
127548,Bad
127549,Bad
127550,Bad
127551,Bad
127552,Standard
127553,Standard
127554,Standard
127555,Standard
127556,Standard
127557,Standard
127558,Standard
127559,Standard
127560,Standard
127561,Standard
127562,Standard
127563,Standard
127564,Standard
127565,Standard
127566,Standard
127567,Standard
127568,Bad
127569,Bad
127570,Bad
127571,Bad
127572,Bad
127573,Bad
127574,Bad
127575,Bad
127576,Good
127577,Good
127578,Good
127579,Good
127580,Good
127581,Good
127582,Good
127583,Good
127584,Bad
127585,Bad
127586,Bad
127587,Bad
127588,Bad
127589,Bad
127590,Bad
127591,Bad
127592,Bad
127593,Bad
127594,Bad
127595,Bad
127596,Bad
127597,Bad
127598,Bad
127599,Bad
127600,Standard
127601,Standard
127602,Standard
127603,Standard
127604,Standard
127605,Standard
127606,Standard
127607,Standard
127608,Good
127609,Good
127610,Good
127611,Good
127612,Good
127613,Good
127614,Good
127615,Good
127616,Bad
127617,Bad
127618,Bad
127619,Bad
127620,Bad
127621,Bad
127622,Bad
127623,Bad
127624,Bad
127625,Bad
127626,Bad
127627,Bad
127628,Bad
127629,Bad
127630,Bad
127631,Bad
127632,Bad
127633,Bad
127634,Bad
127635,Bad
127636,Bad
127637,Bad
127638,Bad
127639,Bad
127640,Standard
127641,Standard
127642,Standard
127643,Standard
127644,Standard
127645,Standard
127646,Standard
127647,Standard
127648,Standard
127649,Standard
127650,Standard
127651,Standard
127652,Standard
127653,Standard
127654,Standard
127655,Standard
127656,Bad
127657,Bad
127658,Bad
127659,Bad
127660,Bad
127661,Bad
127662,Bad
127663,Bad
127664,Good
127665,Good
127666,Good
127667,Good
127668,Good
127669,Good
127670,Good
127671,Good
127672,Standard
127673,Standard
127674,Standard
127675,Standard
127676,Standard
127677,Standard
127678,Standard
127679,Standard
127680,Good
127681,Good
127682,Good
127683,Good
127684,Good
127685,Good
127686,Good
127687,Good
127688,Standard
127689,Standard
127690,Standard
127691,Standard
127692,Standard
127693,Standard
127694,Standard
127695,Standard
127696,Standard
127697,Standard
127698,Standard
127699,Standard
127700,Standard
127701,Standard
127702,Standard
127703,Standard
127704,Good
127705,Good
127706,Good
127707,Good
127708,Good
127709,Good
127710,Good
127711,Good
127712,Standard
127713,Standard
127714,Standard
127715,Standard
127716,Standard
127717,Standard
127718,Standard
127719,Standard
127720,Standard
127721,Standard
127722,Standard
127723,Standard
127724,Standard
127725,Standard
127726,Standard
127727,Standard
127728,Bad
127729,Bad
127730,Bad
127731,Bad
127732,Bad
127733,Bad
127734,Bad
127735,Bad
127736,Good
127737,Good
127738,Good
127739,Good
127740,Good
127741,Good
127742,Good
127743,Good
127744,Bad
127745,Bad
127746,Bad
127747,Bad
127748,Bad
127749,Bad
127750,Bad
127751,Bad
127752,Good
127753,Good
127754,Good
127755,Good
127756,Good
127757,Good
127758,Good
127759,Good
127760,Good
127761,Good
127762,Good
127763,Good
127764,Good
127765,Good
127766,Good
127767,Good
127768,Good
127769,Good
127770,Good
127771,Good
127772,Good
127773,Good
127774,Good
127775,Good
127776,Standard
127777,Standard
127778,Standard
127779,Standard
127780,Standard
127781,Standard
127782,Standard
127783,Standard
127784,Standard
127785,Standard
127786,Standard
127787,Standard
127788,Standard
127789,Standard
127790,Standard
127791,Standard
127792,Bad
127793,Bad
127794,Bad
127795,Bad
127796,Bad
127797,Bad
127798,Bad
127799,Bad
127800,Bad
127801,Bad
127802,Bad
127803,Bad
127804,Bad
127805,Bad
127806,Bad
127807,Bad
127808,Standard
127809,Standard
127810,Standard
127811,Standard
127812,Standard
127813,Standard
127814,Standard
127815,Standard
127816,Standard
127817,Standard
127818,Standard
127819,Standard
127820,Standard
127821,Standard
127822,Standard
127823,Standard
127824,Standard
127825,Standard
127826,Standard
127827,Standard
127828,Standard
127829,Standard
127830,Standard
127831,Standard
127832,Good
127833,Good
127834,Good
127835,Good
127836,Good
127837,Good
127838,Good
127839,Good
127840,Standard
127841,Standard
127842,Standard
127843,Standard
127844,Standard
127845,Standard
127846,Standard
127847,Standard
127848,Standard
127849,Standard
127850,Standard
127851,Standard
127852,Standard
127853,Standard
127854,Standard
127855,Standard
127856,Good
127857,Good
127858,Good
127859,Good
127860,Good
127861,Good
127862,Good
127863,Good
127864,Standard
127865,Standard
127866,Standard
127867,Standard
127868,Standard
127869,Standard
127870,Standard
127871,Standard
127872,Good
127873,Good
127874,Good
127875,Good
127876,Good
127877,Good
127878,Good
127879,Good
127880,Standard
127881,Standard
127882,Standard
127883,Standard
127884,Standard
127885,Standard
127886,Standard
127887,Standard
127888,Good
127889,Good
127890,Good
127891,Good
127892,Good
127893,Good
127894,Good
127895,Good
127896,Good
127897,Good
127898,Good
127899,Good
127900,Good
127901,Good
127902,Good
127903,Good
127904,Standard
127905,Standard
127906,Standard
127907,Standard
127908,Standard
127909,Standard
127910,Standard
127911,Standard
127912,Bad
127913,Bad
127914,Bad
127915,Bad
127916,Bad
127917,Bad
127918,Bad
127919,Bad
127920,Standard
127921,Standard
127922,Standard
127923,Standard
127924,Standard
127925,Standard
127926,Standard
127927,Standard
127928,Standard
127929,Standard
127930,Standard
127931,Standard
127932,Standard
127933,Standard
127934,Standard
127935,Standard
127936,Good
127937,Good
127938,Good
127939,Good
127940,Good
127941,Good
127942,Good
127943,Good
127944,Standard
127945,Standard
127946,Standard
127947,Standard
127948,Standard
127949,Standard
127950,Standard
127951,Standard
127952,Bad
127953,Bad
127954,Bad
127955,Bad
127956,Bad
127957,Bad
127958,Bad
127959,Bad
127960,Standard
127961,Standard
127962,Standard
127963,Standard
127964,Standard
127965,Standard
127966,Standard
127967,Standard
127968,Good
127969,Good
127970,Good
127971,Good
127972,Good
127973,Good
127974,Good
127975,Good
127976,Bad
127977,Bad
127978,Bad
127979,Bad
127980,Bad
127981,Bad
127982,Bad
127983,Bad
127984,Standard
127985,Standard
127986,Standard
127987,Standard
127988,Standard
127989,Standard
127990,Standard
127991,Standard
127992,Standard
127993,Standard
127994,Standard
127995,Standard
127996,Standard
127997,Standard
127998,Standard
127999,Standard
128000,Bad
128001,Bad
128002,Bad
128003,Bad
128004,Bad
128005,Bad
128006,Bad
128007,Bad
128008,Standard
128009,Standard
128010,Standard
128011,Standard
128012,Standard
128013,Standard
128014,Standard
128015,Standard
128016,Standard
128017,Standard
128018,Standard
128019,Standard
128020,Standard
128021,Standard
128022,Standard
128023,Standard
128024,Standard
128025,Standard
128026,Standard
128027,Standard
128028,Standard
128029,Standard
128030,Standard
128031,Standard
128032,Standard
128033,Standard
128034,Standard
128035,Standard
128036,Standard
128037,Standard
128038,Standard
128039,Standard
128040,Standard
128041,Standard
128042,Standard
128043,Standard
128044,Standard
128045,Standard
128046,Standard
128047,Standard
128048,Standard
128049,Standard
128050,Standard
128051,Standard
128052,Standard
128053,Standard
128054,Standard
128055,Standard
128056,Standard
128057,Standard
128058,Standard
128059,Standard
128060,Standard
128061,Standard
128062,Standard
128063,Standard
128064,Good
128065,Good
128066,Good
128067,Good
128068,Good
128069,Good
128070,Good
128071,Good
128072,Good
128073,Good
128074,Good
128075,Good
128076,Good
128077,Good
128078,Good
128079,Good
128080,Standard
128081,Standard
128082,Standard
128083,Standard
128084,Standard
128085,Standard
128086,Standard
128087,Standard
128088,Standard
128089,Standard
128090,Standard
128091,Standard
128092,Standard
128093,Standard
128094,Standard
128095,Standard
128096,Good
128097,Good
128098,Good
128099,Good
128100,Good
128101,Good
128102,Good
128103,Good
128104,Standard
128105,Standard
128106,Standard
128107,Standard
128108,Standard
128109,Standard
128110,Standard
128111,Standard
128112,Standard
128113,Standard
128114,Standard
128115,Standard
128116,Standard
128117,Standard
128118,Standard
128119,Standard
128120,Standard
128121,Standard
128122,Standard
128123,Standard
128124,Standard
128125,Standard
128126,Standard
128127,Standard
128128,Bad
128129,Bad
128130,Bad
128131,Bad
128132,Bad
128133,Bad
128134,Bad
128135,Bad
128136,Standard
128137,Standard
128138,Standard
128139,Standard
128140,Standard
128141,Standard
128142,Standard
128143,Standard
128144,Standard
128145,Standard
128146,Standard
128147,Standard
128148,Standard
128149,Standard
128150,Standard
128151,Standard
128152,Bad
128153,Bad
128154,Bad
128155,Bad
128156,Bad
128157,Bad
128158,Bad
128159,Bad
128160,Standard
128161,Standard
128162,Standard
128163,Standard
128164,Standard
128165,Standard
128166,Standard
128167,Standard
128168,Standard
128169,Standard
128170,Standard
128171,Standard
128172,Standard
128173,Standard
128174,Standard
128175,Standard
128176,Good
128177,Good
128178,Good
128179,Good
128180,Good
128181,Good
128182,Good
128183,Good
128184,Standard
128185,Standard
128186,Standard
128187,Standard
128188,Standard
128189,Standard
128190,Standard
128191,Standard
128192,Good
128193,Good
128194,Good
128195,Good
128196,Good
128197,Good
128198,Good
128199,Good
128200,Standard
128201,Standard
128202,Standard
128203,Standard
128204,Standard
